asset_age_years,criticality_score,open_defect_count,highest_defect_severity,active_task_count,highest_task_severity,days_overdue,total_task_duration,risk_label
29,10,0,0,1,25,0,4.34,0
2,40,1,25,0,0,43,0.0,1
7,50,0,0,2,35,0,0.68,1
22,10,0,0,1,15,51,1.18,1
18,40,0,0,3,35,7,1.11,1
1,25,2,35,1,35,0,0.93,1
2,40,0,0,1,25,0,3.0,0
16,10,2,25,0,0,0,0.0,0
19,50,0,0,2,15,0,3.18,1
5,50,0,0,1,15,0,5.73,0
5,25,2,25,2,35,0,2.97,1
4,25,1,5,0,0,12,0.0,0
17,40,0,0,1,35,0,1.55,1
0,40,1,5,3,35,8,7.6,1
17,25,0,0,2,35,48,7.07,1
14,25,2,25,0,0,0,0.0,1
14,10,2,35,0,0,47,0.0,1
21,50,2,35,0,0,9,0.0,1
16,40,0,0,2,25,11,1.43,1
22,50,2,25,1,35,0,3.22,1
23,40,0,0,0,0,0,0.0,0
28,50,1,35,0,0,40,0.0,1
24,10,0,0,2,15,54,1.76,1
16,10,3,35,1,15,47,7.69,1
15,50,0,0,1,25,11,3.17,1
7,50,1,35,0,0,24,0.0,1
18,25,0,0,1,25,4,1.24,1
4,25,3,35,0,0,0,0.0,1
28,40,2,5,0,0,0,0.0,1
26,25,1,5,0,0,15,0.0,0
3,25,2,25,1,25,34,5.95,1
24,50,2,25,2,35,21,5.84,1
3,25,0,0,1,5,37,2.31,0
22,40,3,35,0,0,18,0.0,1
2,10,0,0,0,0,0,0.0,0
15,10,2,25,1,35,0,2.91,1
20,40,1,15,1,5,0,3.61,1
22,25,1,35,3,35,34,2.51,1
12,40,0,0,0,0,0,0.0,0
28,10,0,0,2,15,0,2.67,0
24,50,3,15,0,0,38,0.0,1
6,40,0,0,2,35,0,6.51,1
20,50,0,0,1,25,12,6.14,1
22,10,1,35,0,0,0,0.0,0
10,25,3,15,2,25,3,5.69,1
22,25,1,25,1,15,0,5.65,1
27,40,0,0,0,0,21,0.0,1
25,25,1,25,1,5,0,4.41,1
23,10,1,15,0,0,0,0.0,0
19,25,3,5,1,25,0,3.13,1
8,25,0,0,0,0,0,0.0,0
24,25,3,15,1,15,3,5.9,1
11,25,1,25,1,15,0,1.37,1
16,25,1,25,0,0,10,0.0,1
9,40,0,0,1,35,0,1.56,1
9,25,2,35,3,15,18,1.45,1
4,25,2,5,0,0,0,0.0,0
29,40,0,0,1,15,21,6.0,1
4,40,2,25,2,25,0,4.94,1
2,25,1,5,0,0,0,0.0,0
29,40,2,35,1,25,17,3.88,1
17,50,1,35,0,0,0,0.0,1
13,40,0,0,2,25,4,4.07,1
22,50,2,35,0,0,11,0.0,1
11,40,1,35,3,25,53,6.71,1
3,10,0,0,3,25,0,1.41,0
22,25,0,0,0,0,0,0.0,0
5,40,0,0,1,25,0,3.37,0
17,50,2,25,0,0,44,0.0,1
29,40,0,0,1,25,27,6.2,1
29,10,0,0,2,15,0,5.43,1
11,40,0,0,0,0,2,0.0,0
24,10,1,25,1,35,0,3.76,1
18,40,1,25,1,25,0,2.18,1
14,40,1,35,0,0,22,0.0,1
4,40,0,0,1,35,56,7.6,1
11,50,1,25,1,25,0,3.56,1
20,40,0,0,0,0,0,0.0,0
30,40,1,25,1,25,0,7.08,1
0,40,1,35,1,25,0,6.33,1
22,50,0,0,2,35,49,6.96,1
26,50,0,0,0,0,0,0.0,1
29,10,0,0,0,0,0,0.0,0
13,40,1,35,1,25,0,0.63,1
3,25,2,35,1,25,0,4.08,1
8,50,0,0,2,35,0,2.45,1
26,40,3,5,1,25,46,2.56,1
27,25,0,0,1,25,15,2.52,1
19,25,0,0,1,15,0,3.42,0
3,25,2,15,0,0,0,0.0,0
3,40,1,25,0,0,0,0.0,0
14,25,1,25,2,15,0,3.58,1
18,10,2,25,0,0,25,0.0,1
1,50,0,0,0,0,0,0.0,0
21,40,2,15,2,35,0,5.26,1
16,25,0,0,2,15,0,2.75,0
0,25,1,35,1,5,0,2.55,1
2,50,0,0,1,5,0,3.2,0
14,40,0,0,0,0,0,0.0,0
22,40,0,0,0,0,2,0.0,0
25,25,1,15,0,0,0,0.0,1
13,25,0,0,0,0,52,0.0,1
9,10,1,25,2,35,7,5.65,1
30,40,0,0,0,0,0,0.0,0
14,10,0,0,1,25,0,0.5,0
9,10,2,35,0,0,0,0.0,1
13,40,0,0,1,25,38,6.1,1
0,50,0,0,0,0,17,0.0,0
9,40,0,0,2,35,0,3.04,1
15,40,1,25,2,25,0,4.82,1
28,40,2,25,1,35,0,6.21,1
22,25,1,15,1,35,0,4.33,1
24,25,1,15,0,0,0,0.0,1
16,40,1,35,0,0,0,0.0,1
3,25,0,0,1,25,35,5.35,1
12,40,1,25,1,35,0,7.4,1
30,50,0,0,2,35,0,0.72,1
1,50,1,5,2,15,50,3.12,1
27,10,2,35,1,5,0,7.45,1
21,25,0,0,1,35,0,6.78,1
8,25,0,0,1,25,19,5.13,0
24,25,1,25,1,25,2,2.22,1
25,25,1,35,1,15,0,2.98,1
1,25,0,0,0,0,0,0.0,0
3,40,2,25,0,0,0,0.0,1
20,40,1,35,1,35,40,6.93,1
30,50,1,15,0,0,0,0.0,1
0,10,1,15,0,0,32,0.0,0
20,10,1,35,1,35,9,5.74,1
4,25,3,35,1,35,3,2.64,1
20,10,1,25,0,0,0,0.0,0
19,25,0,0,0,0,32,0.0,1
2,50,0,0,0,0,37,0.0,1
21,25,0,0,1,25,7,1.49,1
27,25,1,15,0,0,0,0.0,0
26,40,0,0,0,0,36,0.0,1
0,40,2,25,0,0,27,0.0,1
7,40,1,35,0,0,0,0.0,1
7,25,1,35,0,0,0,0.0,1
14,50,0,0,0,0,0,0.0,0
4,10,0,0,2,35,0,6.36,0
26,25,1,25,0,0,0,0.0,1
24,40,1,5,3,25,0,4.82,1
25,50,1,25,3,25,0,7.73,1
6,25,0,0,2,25,0,3.55,0
0,40,0,0,0,0,9,0.0,0
28,10,1,35,1,25,37,3.12,1
8,25,0,0,0,0,39,0.0,0
20,10,1,25,0,0,10,0.0,0
28,40,0,0,0,0,0,0.0,0
1,25,0,0,0,0,41,0.0,0
0,40,1,25,1,25,0,2.68,1
0,10,1,35,1,15,0,4.11,1
4,50,1,15,3,25,0,2.92,1
1,50,2,25,0,0,14,0.0,1
25,10,0,0,2,35,0,1.05,1
18,10,3,25,2,5,36,2.84,1
30,10,1,25,1,35,49,2.14,1
24,50,0,0,0,0,57,0.0,1
29,25,1,35,2,25,16,6.62,1
7,40,1,25,2,15,0,2.27,1
8,25,0,0,1,25,21,3.94,0
26,40,1,25,1,15,0,5.55,1
7,40,0,0,1,35,6,1.62,1
1,40,0,0,0,0,0,0.0,0
20,50,2,15,2,35,59,4.48,1
24,25,3,35,1,25,0,6.85,1
30,50,0,0,1,25,20,4.88,1
28,10,2,15,1,5,0,4.12,1
3,40,1,5,0,0,0,0.0,0
23,50,0,0,1,35,0,6.79,1
26,40,1,25,0,0,49,0.0,1
21,40,0,0,0,0,0,0.0,0
25,25,1,25,1,15,0,7.6,1
25,25,3,35,0,0,0,0.0,1
13,25,1,35,2,35,0,6.66,1
1,40,1,35,1,35,0,3.56,1
14,40,0,0,1,15,0,5.09,0
6,25,0,0,0,0,0,0.0,0
3,25,5,25,0,0,57,0.0,1
3,25,3,25,0,0,29,0.0,1
21,25,0,0,3,25,0,4.45,1
15,10,1,35,1,25,0,2.77,1
16,50,0,0,1,25,42,3.76,1
23,40,1,25,2,15,29,6.72,1
16,10,0,0,1,35,35,2.75,1
19,40,3,35,1,15,15,7.17,1
2,50,0,0,2,35,0,7.94,1
26,25,0,0,1,25,0,2.8,1
13,25,1,25,1,25,51,1.42,1
4,10,2,15,0,0,8,0.0,0
25,10,0,0,0,0,40,0.0,1
22,40,0,0,2,35,0,7.68,1
1,50,0,0,0,0,0,0.0,0
5,10,0,0,1,35,56,1.78,1
0,40,1,25,0,0,49,0.0,1
8,10,2,15,1,25,0,6.29,1
3,40,0,0,1,25,0,0.79,0
22,40,0,0,2,25,0,2.27,1
16,25,0,0,3,25,0,2.45,1
30,10,2,5,1,35,0,2.73,1
23,40,1,15,0,0,0,0.0,1
18,50,0,0,0,0,0,0.0,0
15,25,0,0,0,0,46,0.0,1
1,25,0,0,1,15,40,7.39,1
2,10,1,15,0,0,57,0.0,0
19,40,0,0,1,25,0,1.81,0
0,40,0,0,0,0,0,0.0,0
1,40,0,0,1,35,52,1.8,1
6,40,1,25,1,25,0,5.69,1
27,50,0,0,1,35,0,7.64,1
14,50,0,0,0,0,17,0.0,0
21,25,1,35,0,0,0,0.0,1
12,40,1,25,1,15,0,3.42,1
5,25,0,0,0,0,38,0.0,0
11,25,1,35,3,5,0,6.3,1
2,50,0,0,0,0,26,0.0,0
23,40,1,25,1,25,0,0.73,1
5,50,0,0,0,0,0,0.0,0
11,25,1,5,0,0,0,0.0,0
30,40,0,0,0,0,0,0.0,0
18,40,0,0,1,25,16,6.68,1
14,10,1,15,1,35,50,5.93,1
16,25,0,0,0,0,0,0.0,0
24,40,1,35,0,0,3,0.0,1
7,10,1,25,2,25,0,7.22,1
19,50,0,0,0,0,8,0.0,0
27,10,1,35,1,15,7,5.28,1
17,25,0,0,0,0,0,0.0,0
13,40,1,25,1,25,0,7.56,1
4,10,2,35,1,25,0,3.42,1
7,50,2,35,0,0,0,0.0,1
29,40,0,0,3,25,13,5.99,1
16,10,1,35,0,0,0,0.0,0
9,40,0,0,1,15,0,5.94,0
12,40,0,0,1,25,0,2.51,1
17,40,1,5,2,35,31,7.4,1
16,50,1,35,1,25,0,6.34,1
21,40,0,0,2,25,57,7.0,1
7,40,1,25,1,15,0,3.22,1
20,25,0,0,1,35,59,6.81,1
13,40,0,0,0,0,0,0.0,0
29,50,1,35,1,15,0,2.86,1
4,40,0,0,1,25,0,7.73,0
4,40,0,0,2,25,0,0.68,0
14,25,0,0,0,0,0,0.0,0
15,40,0,0,1,5,55,5.14,1
21,50,1,25,0,0,0,0.0,1
12,25,0,0,0,0,0,0.0,0
28,25,2,25,0,0,46,0.0,1
14,40,0,0,1,25,28,1.34,1
4,40,0,0,0,0,0,0.0,0
3,40,1,25,2,15,47,5.89,1
30,10,0,0,1,35,0,3.23,0
4,25,0,0,1,15,0,7.03,0
29,40,0,0,1,35,0,7.05,1
8,40,0,0,1,25,17,3.26,1
2,40,0,0,1,15,40,6.57,1
9,40,1,35,0,0,0,0.0,1
19,40,2,15,1,25,1,5.61,1
13,40,3,25,0,0,0,0.0,1
24,40,0,0,0,0,55,0.0,1
18,40,0,0,0,0,59,0.0,1
12,40,0,0,0,0,0,0.0,0
19,10,0,0,1,15,45,3.7,1
30,25,1,25,1,35,0,3.07,1
12,40,0,0,1,15,0,2.08,0
4,50,2,35,2,35,0,0.97,1
12,40,0,0,2,5,0,4.38,0
26,10,2,25,1,15,11,4.55,1
6,40,1,25,1,15,16,3.83,1
29,25,0,0,0,0,0,0.0,0
18,40,2,25,1,25,45,7.63,1
18,50,0,0,4,25,30,0.6,1
9,40,0,0,2,35,33,6.88,1
28,40,0,0,1,25,0,6.51,1
1,25,2,25,0,0,25,0.0,1
9,25,0,0,0,0,51,0.0,1
12,50,0,0,1,5,0,6.19,1
14,40,0,0,1,35,0,4.44,1
14,40,1,25,4,25,10,1.93,1
4,25,1,35,0,0,0,0.0,0
6,10,2,35,1,35,0,6.97,1
2,10,1,25,0,0,27,0.0,0
17,25,1,15,0,0,14,0.0,0
10,25,0,0,1,25,42,6.08,1
17,50,1,25,0,0,18,0.0,1
18,40,0,0,1,35,0,6.75,1
21,25,1,5,0,0,18,0.0,0
16,10,2,15,0,0,0,0.0,0
20,25,1,35,0,0,11,0.0,1
18,50,0,0,1,15,52,2.27,1
20,25,0,0,0,0,0,0.0,0
19,40,1,25,0,0,0,0.0,1
9,50,0,0,3,35,14,4.66,1
7,10,0,0,1,15,53,3.62,1
24,40,1,25,0,0,0,0.0,1
10,50,1,35,1,35,55,5.3,1
17,25,1,15,1,15,0,6.14,1
6,10,0,0,0,0,0,0.0,0
13,50,1,5,1,35,58,1.8,1
16,50,0,0,0,0,0,0.0,0
19,40,0,0,2,35,21,1.81,1
16,40,0,0,0,0,0,0.0,0
11,25,0,0,0,0,0,0.0,0
29,50,1,15,0,0,0,0.0,1
15,40,1,15,0,0,0,0.0,1
25,10,1,35,0,0,0,0.0,0
22,40,1,35,3,35,40,0.83,1
17,50,1,25,3,25,50,1.68,1
27,50,1,15,2,25,5,2.3,1
3,25,0,0,0,0,0,0.0,0
28,10,0,0,0,0,0,0.0,0
26,50,0,0,1,35,0,1.04,1
15,50,2,25,0,0,0,0.0,1
22,40,1,5,0,0,4,0.0,1
16,40,0,0,0,0,13,0.0,0
8,40,1,25,1,25,59,3.17,1
24,25,0,0,0,0,0,0.0,0
7,10,3,25,0,0,6,0.0,1
9,10,1,5,0,0,46,0.0,0
16,25,0,0,2,25,51,5.56,1
25,50,0,0,1,15,0,6.45,1
11,10,3,35,3,25,55,3.09,1
15,25,1,35,3,25,0,1.13,1
1,40,1,25,1,25,32,6.2,1
3,25,0,0,0,0,32,0.0,0
1,25,1,25,1,15,0,3.43,1
2,40,1,25,0,0,0,0.0,0
26,25,1,15,3,25,0,2.39,1
26,40,0,0,2,35,45,4.03,1
25,50,1,15,0,0,0,0.0,1
1,25,1,25,1,25,0,7.77,1
2,50,0,0,0,0,0,0.0,0
8,50,1,35,1,35,39,3.29,1
17,50,2,25,0,0,48,0.0,1
10,40,1,25,1,15,22,7.7,1
15,40,0,0,1,25,0,2.4,1
5,40,0,0,1,25,0,1.29,0
22,40,2,25,1,25,0,1.68,1
9,10,1,25,0,0,57,0.0,1
2,50,5,5,1,25,26,6.3,1
23,40,2,25,1,15,15,4.53,1
27,40,0,0,0,0,0,0.0,0
0,25,1,35,0,0,46,0.0,1
13,10,1,35,1,25,38,4.86,1
25,40,0,0,0,0,3,0.0,0
21,40,1,35,1,15,10,7.76,1
26,25,2,15,3,25,0,4.29,1
12,25,1,25,0,0,3,0.0,0
11,25,2,25,2,35,0,1.38,1
21,40,1,15,2,5,0,5.89,1
4,25,1,15,0,0,0,0.0,0
7,50,1,35,2,25,0,2.06,1
18,25,0,0,0,0,0,0.0,0
20,25,0,0,0,0,0,0.0,0
3,25,1,25,0,0,35,0.0,1
15,40,1,25,0,0,0,0.0,1
11,40,2,15,1,25,53,4.86,1
15,40,0,0,0,0,20,0.0,0
29,50,0,0,1,35,7,6.91,1
2,25,2,25,0,0,0,0.0,0
30,40,1,5,1,5,52,4.08,1
13,10,0,0,1,25,44,2.86,1
23,25,0,0,1,35,33,4.82,1
13,40,0,0,0,0,12,0.0,0
9,10,4,15,1,25,41,1.45,1
23,40,0,0,1,35,0,2.81,1
21,40,2,25,2,25,22,4.28,1
4,40,1,25,0,0,0,0.0,0
21,40,3,35,1,35,0,2.41,1
23,40,0,0,0,0,0,0.0,0
12,25,1,25,1,5,0,0.79,1
28,10,2,5,0,0,15,0.0,1
19,10,0,0,1,5,0,4.89,0
10,40,1,5,0,0,18,0.0,0
0,50,0,0,2,25,4,3.51,1
20,10,1,35,0,0,30,0.0,1
6,40,0,0,1,25,0,3.43,1
23,40,0,0,1,25,0,7.98,1
16,50,1,15,2,15,46,1.34,1
14,40,1,15,0,0,0,0.0,0
5,40,2,25,0,0,50,0.0,1
22,40,0,0,0,0,44,0.0,1
5,50,0,0,0,0,53,0.0,1
12,10,1,15,1,15,0,1.66,0
25,50,1,25,0,0,0,0.0,1
28,10,2,25,2,35,58,7.07,1
30,50,0,0,2,15,14,1.48,1
29,10,1,15,1,35,0,7.38,1
17,25,0,0,0,0,0,0.0,0
6,10,1,35,1,25,27,5.54,1
26,25,0,0,2,5,0,4.46,0
24,25,1,25,1,35,0,2.59,1
30,25,0,0,0,0,0,0.0,0
20,40,2,25,1,35,21,3.2,1
4,25,0,0,1,35,0,6.69,0
15,40,2,5,1,5,0,0.93,1
13,50,0,0,0,0,42,0.0,1
26,40,0,0,1,25,0,6.26,1
12,10,1,25,0,0,0,0.0,0
10,25,2,15,1,35,0,6.71,1
2,50,1,25,0,0,0,0.0,0
25,10,0,0,1,25,51,5.79,1
23,25,1,15,2,15,0,0.91,1
1,50,2,35,0,0,54,0.0,1
13,50,1,15,0,0,0,0.0,0
14,25,2,35,0,0,6,0.0,1
14,40,1,35,1,15,31,6.07,1
28,40,1,25,1,25,8,5.92,1
4,40,0,0,1,35,0,0.6,1
9,10,0,0,0,0,0,0.0,0
5,10,0,0,2,35,0,7.19,0
7,40,1,25,2,35,20,1.49,1
28,25,0,0,1,25,29,7.71,1
29,40,0,0,1,25,0,1.03,1
1,25,0,0,0,0,38,0.0,0
19,50,2,25,0,0,0,0.0,1
7,50,1,35,2,15,0,2.29,1
5,40,2,25,0,0,0,0.0,1
9,40,3,25,0,0,48,0.0,1
6,25,0,0,0,0,0,0.0,0
15,40,1,5,1,5,0,5.68,1
30,25,2,35,2,5,0,1.53,1
18,50,0,0,3,35,0,1.89,1
22,50,1,5,0,0,60,0.0,1
15,50,2,5,0,0,0,0.0,1
0,50,1,15,1,15,21,0.58,1
2,50,1,25,2,25,0,6.7,1
8,25,2,35,0,0,0,0.0,1
7,50,2,35,0,0,0,0.0,1
26,40,3,15,1,25,34,0.78,1
26,25,2,25,0,0,0,0.0,1
26,40,0,0,2,25,5,5.24,1
19,25,0,0,1,25,0,4.87,0
17,25,1,35,2,5,0,4.33,1
20,25,0,0,0,0,0,0.0,0
12,10,0,0,0,0,7,0.0,0
20,40,1,25,2,25,0,3.31,1
24,50,4,15,2,25,0,2.75,1
23,40,1,25,1,35,0,7.68,1
19,40,1,25,0,0,0,0.0,1
1,25,2,35,2,35,0,6.39,1
22,40,1,25,1,35,59,7.42,1
11,25,0,0,0,0,57,0.0,0
23,50,1,5,1,25,0,6.0,1
16,25,2,35,1,15,0,6.72,1
27,40,2,15,0,0,57,0.0,1
10,40,0,0,1,25,16,7.73,1
28,40,1,35,0,0,0,0.0,1
26,50,1,25,1,35,0,3.9,1
10,25,1,15,1,15,0,7.3,0
14,50,0,0,0,0,0,0.0,0
16,40,1,25,2,15,0,0.82,1
23,40,1,15,2,35,0,1.31,1
21,40,1,15,0,0,40,0.0,1
26,50,0,0,1,35,0,4.18,1
11,50,1,25,2,15,0,3.9,1
15,25,0,0,2,35,0,3.79,1
13,50,0,0,2,25,14,4.53,1
28,40,0,0,2,25,0,4.54,1
9,40,1,35,2,25,0,7.03,1
18,50,0,0,1,35,41,3.09,1
3,25,1,35,0,0,0,0.0,0
26,40,0,0,0,0,0,0.0,0
11,10,2,25,1,15,0,2.87,1
10,25,0,0,0,0,0,0.0,0
18,50,0,0,1,35,30,5.76,1
15,25,0,0,0,0,0,0.0,0
26,25,1,5,0,0,57,0.0,1
16,25,2,25,2,5,0,5.36,1
16,40,2,25,0,0,0,0.0,1
3,50,1,15,1,25,0,6.72,1
0,50,1,35,0,0,0,0.0,1
12,10,0,0,0,0,0,0.0,0
30,40,1,35,0,0,23,0.0,1
28,40,1,5,0,0,39,0.0,1
19,40,0,0,0,0,40,0.0,1
19,25,0,0,2,25,0,2.82,1
12,25,1,35,0,0,0,0.0,1
5,40,1,25,1,35,0,0.55,1
0,40,1,15,1,35,48,7.58,1
10,40,0,0,1,35,0,0.83,1
9,40,1,25,2,35,0,5.6,1
5,50,1,15,3,15,0,2.91,1
8,40,1,5,0,0,0,0.0,0
0,25,2,35,2,35,0,3.68,1
18,50,1,25,0,0,0,0.0,1
28,50,0,0,1,25,4,6.79,1
21,25,1,15,0,0,28,0.0,1
13,40,4,25,0,0,0,0.0,1
13,25,1,35,0,0,0,0.0,1
9,40,1,25,1,25,28,3.65,1
4,25,0,0,0,0,14,0.0,0
18,40,2,35,1,25,0,1.58,1
17,25,0,0,0,0,49,0.0,1
0,40,1,35,0,0,50,0.0,1
12,50,2,25,0,0,0,0.0,1
8,25,0,0,1,25,0,6.16,0
5,50,0,0,0,0,5,0.0,0
21,50,0,0,0,0,42,0.0,1
16,50,0,0,0,0,52,0.0,1
19,25,0,0,0,0,18,0.0,0
22,50,0,0,0,0,0,0.0,0
30,10,0,0,0,0,38,0.0,0
24,25,0,0,0,0,38,0.0,1
19,50,1,25,1,25,0,0.65,1
27,40,1,25,0,0,0,0.0,1
14,40,0,0,1,25,2,2.56,1
30,25,0,0,1,15,49,4.54,1
23,50,1,35,2,35,0,3.78,1
20,40,1,25,0,0,0,0.0,1
28,40,1,5,2,35,0,5.15,1
15,50,0,0,1,25,46,3.36,1
22,25,1,15,1,35,0,3.43,1
8,25,0,0,1,25,17,3.11,1
29,40,1,25,1,25,19,7.15,1
19,50,0,0,4,35,0,0.63,1
24,25,0,0,1,25,0,7.55,1
14,25,0,0,2,35,47,3.19,1
26,10,2,35,1,25,49,3.24,1
2,50,0,0,2,25,0,5.94,1
3,25,2,35,0,0,5,0.0,1
15,40,2,25,2,5,22,3.41,1
22,50,0,0,1,35,38,5.12,1
25,10,0,0,1,15,8,7.28,1
13,40,2,5,2,25,0,6.85,1
20,40,0,0,0,0,60,0.0,1
17,50,1,5,1,15,0,4.37,1
29,25,0,0,2,25,0,5.87,1
20,25,1,35,0,0,13,0.0,1
12,25,0,0,2,25,0,3.44,0
30,40,0,0,0,0,52,0.0,1
3,40,1,25,1,35,0,6.32,1
30,10,2,35,1,25,0,1.78,1
4,25,1,15,0,0,0,0.0,0
8,50,0,0,2,15,4,0.84,1
25,10,3,25,0,0,0,0.0,1
22,25,0,0,0,0,0,0.0,0
30,40,1,35,0,0,53,0.0,1
23,25,1,15,1,5,3,4.56,1
19,25,2,5,1,15,41,2.12,1
10,40,0,0,1,35,22,5.97,1
0,25,1,25,1,35,28,1.26,1
3,40,0,0,0,0,0,0.0,0
9,40,1,25,1,25,0,0.56,1
1,40,1,35,2,25,7,5.57,1
15,10,0,0,2,15,0,4.26,0
24,50,1,35,0,0,0,0.0,1
29,25,1,35,0,0,0,0.0,1
15,40,2,5,1,35,0,7.64,1
27,25,0,0,1,35,0,2.36,1
30,40,0,0,1,35,0,1.42,1
26,25,3,25,1,5,41,0.67,1
14,25,1,35,0,0,38,0.0,1
10,40,2,25,0,0,0,0.0,1
30,10,0,0,1,25,20,3.83,1
7,25,0,0,1,35,29,1.26,1
12,40,0,0,1,15,34,6.32,1
2,50,1,35,0,0,0,0.0,1
24,10,0,0,0,0,42,0.0,1
20,50,2,25,0,0,0,0.0,1
2,40,1,15,2,25,33,1.04,1
6,50,0,0,2,35,0,7.41,1
17,40,1,25,2,35,0,4.56,1
16,40,0,0,1,25,0,5.72,1
24,40,0,0,3,25,4,1.48,1
8,40,1,25,1,35,33,1.17,1
28,50,1,5,1,25,0,3.15,1
13,10,3,25,1,35,0,4.4,1
25,25,1,35,0,0,21,0.0,1
7,10,0,0,0,0,0,0.0,0
1,50,0,0,0,0,0,0.0,0
1,25,0,0,1,25,25,4.82,0
11,40,0,0,3,35,0,2.97,1
29,50,0,0,1,35,0,2.54,1
1,50,0,0,0,0,0,0.0,0
11,25,0,0,2,25,23,7.86,1
3,40,1,15,1,25,22,2.54,1
28,50,1,25,1,5,15,1.53,1
20,10,2,25,1,35,20,3.2,1
23,40,1,35,1,25,43,2.78,1
22,25,2,25,0,0,0,0.0,1
20,40,1,35,0,0,0,0.0,1
23,40,0,0,0,0,14,0.0,0
0,25,0,0,2,15,0,3.66,0
26,10,0,0,2,35,46,5.18,1
22,10,0,0,1,35,27,5.02,1
22,10,1,35,1,35,0,5.74,1
12,40,1,25,0,0,0,0.0,1
24,25,0,0,2,25,37,1.68,1
11,25,0,0,1,35,0,0.84,0
1,40,2,15,1,35,0,6.43,1
28,40,0,0,2,15,0,2.13,1
7,40,2,35,0,0,0,0.0,1
3,50,0,0,0,0,8,0.0,0
19,25,0,0,1,35,13,2.87,1
7,50,2,15,1,25,0,3.92,1
26,10,0,0,1,35,0,5.87,1
13,40,2,35,1,35,55,1.73,1
0,50,1,25,3,25,50,7.27,1
29,50,0,0,3,25,5,2.91,1
15,40,1,25,0,0,55,0.0,1
8,40,2,25,1,5,51,7.87,1
20,25,0,0,0,0,0,0.0,0
16,40,1,25,0,0,9,0.0,1
0,40,1,35,1,15,0,2.64,1
23,50,0,0,2,25,15,5.94,1
12,40,1,15,0,0,11,0.0,0
21,10,1,35,1,35,0,3.33,1
27,40,1,5,1,5,52,6.77,1
18,10,2,35,0,0,52,0.0,1
20,25,0,0,1,15,0,3.97,0
7,25,1,35,1,25,44,7.03,1
7,40,1,25,2,15,16,6.15,1
12,25,1,5,1,15,0,4.9,0
26,25,1,35,2,5,56,2.37,1
16,10,0,0,2,25,0,2.45,0
10,50,1,35,1,25,51,7.94,1
24,40,0,0,0,0,53,0.0,1
26,10,2,25,2,35,0,7.44,1
27,10,1,25,1,25,0,1.54,1
9,40,1,35,1,15,22,2.03,1
21,25,0,0,1,35,0,1.3,1
18,40,0,0,0,0,0,0.0,0
13,25,0,0,3,35,0,2.01,1
12,50,1,15,1,25,0,2.68,1
3,25,1,25,0,0,0,0.0,0
8,40,0,0,2,35,0,6.78,1
17,10,3,25,2,35,43,1.21,1
27,50,0,0,4,35,0,7.12,1
26,50,1,15,0,0,0,0.0,1
5,40,0,0,0,0,0,0.0,0
21,40,2,35,1,25,0,7.79,1
2,25,1,25,1,15,41,2.61,1
20,50,0,0,2,15,10,3.92,1
10,40,1,35,1,35,0,4.47,1
13,25,0,0,1,35,0,2.04,0
22,40,0,0,2,25,0,5.99,1
13,40,3,25,0,0,35,0.0,1
25,50,2,25,1,5,0,4.85,1
16,40,1,25,1,5,0,1.34,1
30,40,0,0,4,25,0,7.22,1
19,40,0,0,3,35,33,2.77,1
9,25,0,0,0,0,0,0.0,0
24,25,2,25,2,25,36,1.67,1
12,10,1,35,1,25,0,7.86,1
16,40,0,0,1,25,21,1.27,1
4,25,0,0,0,0,0,0.0,0
3,25,0,0,0,0,41,0.0,0
17,25,0,0,0,0,54,0.0,1
5,25,0,0,1,35,37,0.95,1
30,40,0,0,1,35,0,2.28,1
26,25,0,0,2,15,0,2.89,0
21,10,1,25,0,0,0,0.0,0
22,40,0,0,5,25,0,3.75,1
18,25,1,35,1,35,53,5.64,1
1,25,1,25,2,35,47,3.24,1
12,25,1,15,0,0,19,0.0,0
15,50,1,5,0,0,0,0.0,0
28,25,0,0,0,0,0,0.0,0
6,40,0,0,2,25,45,4.7,1
15,50,0,0,1,15,0,0.54,1
10,40,1,35,1,25,0,3.39,1
4,25,0,0,1,25,0,7.59,0
3,40,1,25,2,15,41,6.31,1
11,40,0,0,1,35,0,6.06,1
2,25,1,25,1,15,0,2.78,1
2,40,3,25,2,35,0,4.16,1
10,25,0,0,1,25,0,6.83,0
6,10,1,25,2,5,57,7.1,1
17,25,1,25,2,25,0,5.83,1
0,10,0,0,2,25,0,3.92,0
9,25,0,0,0,0,0,0.0,0
14,40,0,0,0,0,0,0.0,0
29,50,0,0,3,35,0,1.05,1
19,10,1,25,0,0,21,0.0,1
27,40,2,35,1,25,10,1.4,1
10,40,1,15,0,0,0,0.0,0
13,10,0,0,0,0,0,0.0,0
13,25,1,25,0,0,0,0.0,0
27,10,3,5,0,0,41,0.0,1
29,25,2,35,1,5,0,0.5,1
29,25,3,25,1,35,0,3.19,1
23,25,1,25,3,25,0,0.68,1
15,40,1,35,2,15,38,3.76,1
16,10,1,25,1,35,37,4.98,1
30,25,1,15,0,0,0,0.0,1
8,10,0,0,0,0,0,0.0,0
10,40,0,0,0,0,45,0.0,1
27,25,1,25,1,15,0,4.97,1
11,40,1,5,1,5,31,4.66,1
7,25,1,35,0,0,2,0.0,1
17,10,1,35,0,0,53,0.0,1
10,50,2,35,1,25,17,2.2,1
27,10,0,0,0,0,0,0.0,0
